,geneSymbol,geneSymbol_link,map_loc,chromosome,synonyms,summary
1899,MGP000136,http://www.genenames.org/cgi-bin/gene_symbol_report?match=AMD1,6q21,6,AMD; SAMDC; ADOMETDC;,"This gene encodes an important intermediate enzyme in polyamine biosynthesis. The polyamines spermine, spermidine, and putrescine are low-molecular-weight aliphatic amines essential for cellular proliferation and tumor promotion. Multiple alternatively spliced transcript variants have been identified. Pseudogenes of this gene are found on chromosomes 5, 6, 10, X and Y. [provided by RefSeq, Dec 2013]"
1900,MGP000136,http://www.genenames.org/cgi-bin/gene_symbol_report?match=AMD1,6q21,6,AMD; SAMDC; ADOMETDC;,"This gene encodes an important intermediate enzyme in polyamine biosynthesis. The polyamines spermine, spermidine, and putrescine are low-molecular-weight aliphatic amines essential for cellular proliferation and tumor promotion. Multiple alternatively spliced transcript variants have been identified. Pseudogenes of this gene are found on chromosomes 5, 6, 10, X and Y. [provided by RefSeq, Dec 2013]"
1901,MGP001872,http://www.genenames.org/cgi-bin/gene_symbol_report?match=MAT2A,2p11.2,2,MATA2; MATII; SAMS2;,"The protein encoded by this gene catalyzes the production of S-adenosylmethionine (AdoMet) from methionine and ATP. AdoMet is the key methyl donor in cellular processes. [provided by RefSeq, Jun 2011]"
1902,MGP004968,http://www.genenames.org/cgi-bin/gene_symbol_report?match=MAT2B,5q34,5,TGR; MAT-II; SDR23E1; MATIIbeta; Nbla02999;,"The protein encoded by this gene belongs to the methionine adenosyltransferase (MAT) family. MAT catalyzes the biosynthesis of S-adenosylmethionine from methionine and ATP. This protein is the regulatory beta subunit of MAT. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Nov 2012]"
1903,MGP002152,http://www.genenames.org/cgi-bin/gene_symbol_report?match=ODC1,2p25,2,ODC;,"This gene encodes the rate-limiting enzyme of the polyamine biosynthesis pathway which catalyzes ornithine to putrescine. The activity level for the enzyme varies in response to growth-promoting stimuli and exhibits a high turnover rate in comparison to other mammalian proteins. Originally localized to both chromosomes 2 and 7, the gene encoding this enzyme has been determined to be located on 2p25, with a pseudogene located on 7q31-qter. Multiple alternatively spliced transcript variants encoding distinct isoforms have been identified. [provided by RefSeq, Dec 2013]"
1904,MGP002928,http://www.genenames.org/cgi-bin/gene_symbol_report?match=SMS,Xp22.1,X,SRS; SpS; MRSR; SPMSY;,"This gene encodes a protein belonging to the spermidine/spermin synthase family. Pseudogenes of this gene are located on chromosomes 1, 5, 6 and X. Mutations in this gene are associated with X-linked Snyder-Robinson mental retardation syndrome. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, May 2012]"
1905,MGP002978,http://www.genenames.org/cgi-bin/gene_symbol_report?match=SRM,1p36-p22,1,PAPT; SPS1; SPDSY; SRML1;,"The polyamines putrescine, spermine, and spermidine are ubiquitous polycationic mediators of cell growth and differentiation. Spermidine synthase is one of four enzymes in the polyamine-biosynthetic pathway and carries out the final step of spermidine biosynthesis. This enzyme catalyzes the conversion of putrescine to spermidine using decarboxylated S-adenosylmethionine as the cofactor. [provided by RefSeq, Jul 2008]"
1906,MGP006458,http://www.genenames.org/cgi-bin/gene_symbol_report?match=ACER1,19p13.3,19,ASAH3; ALKCDase1;,"Ceramides are synthesized during epidermal differentiation and accumulate within the interstices of the stratum corneum, where they represent critical components of the epidermal permeability barrier. Excess cellular ceramide can trigger antimitogenic signals and induce apoptosis, and the ceramide metabolites sphingosine and sphingosine-1-phosphate (S1P) are important bioregulatory molecules. Ceramide hydrolysis in the nucleated cell layers regulates keratinocyte proliferation and apoptosis in response to external stress. Ceramide hydrolysis also occurs at the stratum corneum, releasing free sphingoid base that functions as an endogenous antimicrobial agent. ACER1 is highly expressed in epidermis and catalyzes the hydrolysis of very long chain ceramides to generate sphingosine (Houben et al., 2006 [PubMed 16477081]; Sun et al., 2008 [PubMed 17713573]).[supplied by OMIM, Jul 2010]"
1907,MGP005421,http://www.genenames.org/cgi-bin/gene_symbol_report?match=ACER3,11q13.5,11,APHC; PHCA;,
1908,MGP000215,http://www.genenames.org/cgi-bin/gene_symbol_report?match=ARSA,22q13.33,22,MLD;,"The protein encoded by this gene hydrolyzes cerebroside sulfate to cerebroside and sulfate. Defects in this gene lead to metachromatic leucodystrophy (MLD), a progressive demyelination disease which results in a variety of neurological symptoms and ultimately death. Alternatively spliced transcript variants have been described for this gene. [provided by RefSeq, Dec 2010]"
1909,MGP003865,http://www.genenames.org/cgi-bin/gene_symbol_report?match=B4GALT6,18q11,18,B4Gal-T6; beta4Gal-T6;,"This gene is one of seven beta-1,4-galactosyltransferase (beta4GalT) genes. They encode type II membrane-bound glycoproteins that appear to have exclusive specificity for the donor substrate UDP-galactose; all transfer galactose in a beta1,4 linkage to similar acceptor sugars: GlcNAc, Glc, and Xyl. Each beta4GalT has a distinct function in the biosynthesis of different glycoconjugates and saccharide structures. As type II membrane proteins, they have an N-terminal hydrophobic signal sequence that directs the protein to the Golgi apparatus and which then remains uncleaved to function as a transmembrane anchor. By sequence similarity, the beta4GalTs form four groups: beta4GalT1 and beta4GalT2, beta4GalT3 and beta4GalT4, beta4GalT5 and beta4GalT6, and beta4GalT7. The enzyme encoded by this gene is a lactosylceramide synthase important for glycolipid biosynthesis. [provided by RefSeq, Jul 2008]"
1910,MGP005790,http://www.genenames.org/cgi-bin/gene_symbol_report?match=CERK,22q13.31,22,LK4; hCERK; dA59H18.2; dA59H18.3;,"CERK converts ceramide to ceramide 1-phosphate (C1P), a sphingolipid metabolite. Both CERK and C1P have been implicated in various cellular processes, including proliferation, apoptosis, phagocytosis, and inflammation (Kim et al., 2006 [PubMed 16488390]).[supplied by OMIM, Mar 2008]"
1911,MGP006439,http://www.genenames.org/cgi-bin/gene_symbol_report?match=DEGS2,14q32.2,14,DES2; FADS8; C14orf66;,"This gene encodes a bifunctional enzyme that is involved in the biosynthesis of phytosphingolipids in human skin and in other phytosphingolipid-containing tissues. This enzyme can act as a sphingolipid delta(4)-desaturase, and also as a sphingolipid C4-hydroxylase. [provided by RefSeq, Oct 2008]"
1912,MGP006998,http://www.genenames.org/cgi-bin/gene_symbol_report?match=ENPP7,17q25.3,17,NPP7; NPP-7; E-NPP 7; ALK-SMase;,
1913,MGP003932,http://www.genenames.org/cgi-bin/gene_symbol_report?match=GAL3ST1,22q12.2,22,CST;,"Sulfonation, an important step in the metabolism of many drugs, xenobiotics, hormones, and neurotransmitters, is catalyzed by sulfotransferases. The product of this gene is galactosylceramide sulfotransferase which catalyzes the conversion between 3'-phosphoadenylylsulfate + a galactosylceramide to adenosine 3',5'-bisphosphate + galactosylceramide sulfate. Activity of this sulfotransferase is enhanced in renal cell carcinoma. [provided by RefSeq, Jul 2008]"
1914,MGP001146,http://www.genenames.org/cgi-bin/gene_symbol_report?match=GALC,14q31,14,,"This gene encodes a lysosomal protein which hydrolyzes the galactose ester bonds of galactosylceramide, galactosylsphingosine, lactosylceramide, and monogalactosyldiglyceride. Mutations in this gene have been associated with Krabbe disease, also known as globoid cell leukodystrophy. Alternate transcriptional splice variants, encoding different isoforms, have been characterized. [provided by RefSeq, Jul 2008]"
1915,MGP001167,http://www.genenames.org/cgi-bin/gene_symbol_report?match=GBA,1q21,1,GCB; GBA1; GLUC;,"This gene encodes a lysosomal membrane protein that cleaves the beta-glucosidic linkage of glycosylceramide, an intermediate in glycolipid metabolism. Mutations in this gene cause Gaucher disease, a lysosomal storage disease characterized by an accumulation of glucocerebrosides. A related pseudogene is approximately 12 kb downstream of this gene on chromosome 1. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jan 2010]"
1916,MGP001219,http://www.genenames.org/cgi-bin/gene_symbol_report?match=GLA,Xq22,X,GALA;,"This gene encodes a homodimeric glycoprotein that hydrolyses the terminal alpha-galactosyl moieties from glycolipids and glycoproteins. This enzyme predominantly hydrolyzes ceramide trihexoside, and it can catalyze the hydrolysis of melibiose into galactose and glucose. A variety of mutations in this gene affect the synthesis, processing, and stability of this enzyme, which causes Fabry disease, a rare lysosomal storage disorder that results from a failure to catabolize alpha-D-galactosyl glycolipid moieties. [provided by RefSeq, Jul 2008]"
1917,MGP001116,http://www.genenames.org/cgi-bin/gene_symbol_report?match=KDSR,18q21.3,18,DHSR; FVT1; SDR35C1;,"The protein encoded by this gene catalyzes the reduction of 3-ketodihydrosphingosine to dihydrosphingosine. The putative active site residues of the encoded protein are found on the cytosolic side of the endoplasmic reticulum membrane. A chromosomal rearrangement involving this gene is a cause of follicular lymphoma, also known as type II chronic lymphatic leukemia. The mutation of a conserved residue in the bovine ortholog causes spinal muscular atrophy. [provided by RefSeq, Jul 2008]"
1918,MGP004372,http://www.genenames.org/cgi-bin/gene_symbol_report?match=NEU3,11q13.5,11,SIAL3;,"This gene product belongs to a family of glycohydrolytic enzymes which remove sialic acid residues from glycoproteins and glycolipids. It is localized in the plasma membrane, and its activity is specific for gangliosides. It may play a role in modulating the ganglioside content of the lipid bilayer. [provided by RefSeq, Jul 2008]"
1919,MGP003618,http://www.genenames.org/cgi-bin/gene_symbol_report?match=PPAP2A,5q11,5,LPP1; PAP2; LLP1a; PAP-2a;,"The protein encoded by this gene is a member of the phosphatidic acid phosphatase (PAP) family. PAPs convert phosphatidic acid to diacylglycerol, and function in synthesis of glycerolipids and in phospholipase D-mediated signal transduction. This enzyme is an integral membrane glycoprotein that plays a role in the hydrolysis and uptake of lipids from extracellular space. Alternate splicing results in multiple transcript variants of this gene. [provided by RefSeq, May 2013]"
1920,MGP006897,http://www.genenames.org/cgi-bin/gene_symbol_report?match=SGMS1,10q11.2,10,MOB; MOB1; SMS1; TMEM23; hmob33;,"The protein encoded by this gene is predicted to be a five-pass transmembrane protein. This gene may be predominately expressed in brain. [provided by RefSeq, Jul 2008]"
1921,MGP003730,http://www.genenames.org/cgi-bin/gene_symbol_report?match=SGPL1,10q21,10,SPL; S1PL;,
1922,MGP006510,http://www.genenames.org/cgi-bin/gene_symbol_report?match=SGPP2,2q36.1,2,SPP2;,"Sphingosine-1-phosphate (S1P) is a bioactive sphingolipid metabolite that regulates diverse biologic processes. SGPP2 catalyzes the degradation of S1P (Ogawa et al., 2003 [PubMed 12411432]).[supplied by OMIM, Jun 2009]"
1923,MGP005560,http://www.genenames.org/cgi-bin/gene_symbol_report?match=SPHK2,19q13.2,19,SK 2; SK-2; SPK 2; SPK-2;,"This gene encodes one of two sphingosine kinase isozymes that catalyze the phosphorylation of sphingosine into sphingosine 1-phosphate. Sphingosine 1-phosphate mediates many cellular processes including migration, proliferation and apoptosis, and also plays a role in several types of cancer by promoting angiogenesis and tumorigenesis. The encoded protein may play a role in breast cancer proliferation and chemoresistance. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Aug 2011]"
1924,MGP004284,http://www.genenames.org/cgi-bin/gene_symbol_report?match=SPTLC1,9q22.2,9,HSN1; LBC1; LCB1; SPT1; SPTI; HSAN1;,"This gene encodes a member of the class-II pyridoxal-phosphate-dependent aminotransferase family. The encoded protein is the long chain base subunit 1 of serine palmitoyltransferase. Serine palmitoyltransferase converts L-serine and palmitoyl-CoA to 3-oxosphinganine with pyridoxal 5'-phosphate and is the key enzyme in sphingolipid biosynthesis. Mutations in this gene were identified in patients with hereditary sensory neuropathy type 1. Alternatively spliced variants encoding different isoforms have been identified. Pseudogenes of this gene have been defined on chromosomes 1, 6, 10, and 13. [provided by RefSeq, Jul 2013]"
